Temp,Visits
26.502354545454544,121218
26.502354545454544,118630
26.502354545454544,1708473
26.502354545454544,444698
26.502354545454544,3107879
26.502354545454544,905127
26.502354545454544,849468
26.502354545454544,268534
26.502354545454544,1152885
26.502354545454544,734676
27.301599999999997,121218
27.301599999999997,118630
27.301599999999997,1708473
27.301599999999997,444698
27.301599999999997,3107879
27.301599999999997,905127
27.301599999999997,849468
27.301599999999997,268534
27.301599999999997,1152885
27.301599999999997,734676
54.73544545454545,121218
54.73544545454545,118630
54.73544545454545,1708473
54.73544545454545,444698
54.73544545454545,3107879
54.73544545454545,905127
54.73544545454545,849468
54.73544545454545,268534
54.73544545454545,1152885
54.73544545454545,734676
26.082845454545456,121218
26.082845454545456,118630
26.082845454545456,1708473
26.082845454545456,444698
26.082845454545456,3107879
26.082845454545456,905127
26.082845454545456,849468
26.082845454545456,268534
26.082845454545456,1152885
26.082845454545456,734676
37.135718181818184,121218
37.135718181818184,118630
37.135718181818184,1708473
37.135718181818184,444698
37.135718181818184,3107879
37.135718181818184,905127
37.135718181818184,849468
37.135718181818184,268534
37.135718181818184,1152885
37.135718181818184,734676
32.03416363636363,121218
32.03416363636363,118630
32.03416363636363,1708473
32.03416363636363,444698
32.03416363636363,3107879
32.03416363636363,905127
32.03416363636363,849468
32.03416363636363,268534
32.03416363636363,1152885
32.03416363636363,734676
29.781990909090915,121218
29.781990909090915,118630
29.781990909090915,1708473
29.781990909090915,444698
29.781990909090915,3107879
29.781990909090915,905127
29.781990909090915,849468
29.781990909090915,268534
29.781990909090915,1152885
29.781990909090915,734676
24.722254545454547,121218
24.722254545454547,118630
24.722254545454547,1708473
24.722254545454547,444698
24.722254545454547,3107879
24.722254545454547,905127
24.722254545454547,849468
24.722254545454547,268534
24.722254545454547,1152885
24.722254545454547,734676
39.75721818181818,121218
39.75721818181818,118630
39.75721818181818,1708473
39.75721818181818,444698
39.75721818181818,3107879
39.75721818181818,905127
39.75721818181818,849468
39.75721818181818,268534
39.75721818181818,1152885
39.75721818181818,734676
43.5289909090909,121218
43.5289909090909,118630
43.5289909090909,1708473
43.5289909090909,444698
43.5289909090909,3107879
43.5289909090909,905127
43.5289909090909,849468
43.5289909090909,268534
43.5289909090909,1152885
43.5289909090909,734676
28.320533333333334,118862
28.320533333333334,121915
28.320533333333334,1784964
28.320533333333334,431903
28.320533333333334,3246409
28.320533333333334,899810
28.320533333333334,734564
28.320533333333334,309883
28.320533333333334,1213605
28.320533333333334,869048
28.544544444444444,118862
28.544544444444444,121915
28.544544444444444,1784964
28.544544444444444,431903
28.544544444444444,3246409
28.544544444444444,899810
28.544544444444444,734564
28.544544444444444,309883
28.544544444444444,1213605
28.544544444444444,869048
56.19665555555555,118862
56.19665555555555,121915
56.19665555555555,1784964
56.19665555555555,431903
56.19665555555555,3246409
56.19665555555555,899810
56.19665555555555,734564
56.19665555555555,309883
56.19665555555555,1213605
56.19665555555555,869048
29.255744444444446,118862
29.255744444444446,121915
29.255744444444446,1784964
29.255744444444446,431903
29.255744444444446,3246409
29.255744444444446,899810
29.255744444444446,734564
29.255744444444446,309883
29.255744444444446,1213605
29.255744444444446,869048
42.89132222222222,118862
42.89132222222222,121915
42.89132222222222,1784964
42.89132222222222,431903
42.89132222222222,3246409
42.89132222222222,899810
42.89132222222222,734564
42.89132222222222,309883
42.89132222222222,1213605
42.89132222222222,869048
32.39524444444445,118862
32.39524444444445,121915
32.39524444444445,1784964
32.39524444444445,431903
32.39524444444445,3246409
32.39524444444445,899810
32.39524444444445,734564
32.39524444444445,309883
32.39524444444445,1213605
32.39524444444445,869048
28.816100000000006,118862
28.816100000000006,121915
28.816100000000006,1784964
28.816100000000006,431903
28.816100000000006,3246409
28.816100000000006,899810
28.816100000000006,734564
28.816100000000006,309883
28.816100000000006,1213605
28.816100000000006,869048
27.328588888888884,118862
27.328588888888884,121915
27.328588888888884,1784964
27.328588888888884,431903
27.328588888888884,3246409
27.328588888888884,899810
27.328588888888884,734564
27.328588888888884,309883
27.328588888888884,1213605
27.328588888888884,869048
39.27566666666667,118862
39.27566666666667,121915
39.27566666666667,1784964
39.27566666666667,431903
39.27566666666667,3246409
39.27566666666667,899810
39.27566666666667,734564
39.27566666666667,309883
39.27566666666667,1213605
39.27566666666667,869048
44.714755555555556,118862
44.714755555555556,121915
44.714755555555556,1784964
44.714755555555556,431903
44.714755555555556,3246409
44.714755555555556,899810
44.714755555555556,734564
44.714755555555556,309883
44.714755555555556,1213605
44.714755555555556,869048
35.111427272727276,216540
35.111427272727276,159414
35.111427272727276,3880923
35.111427272727276,497906
35.111427272727276,5872861
35.111427272727276,1139227
35.111427272727276,1082942
35.111427272727276,207263
35.111427272727276,1650772
35.111427272727276,2491964
35.81879090909091,216540
35.81879090909091,159414
35.81879090909091,3880923
35.81879090909091,497906
35.81879090909091,5872861
35.81879090909091,1139227
35.81879090909091,1082942
35.81879090909091,207263
35.81879090909091,1650772
35.81879090909091,2491964
65.15824545454545,216540
65.15824545454545,159414
65.15824545454545,3880923
65.15824545454545,497906
65.15824545454545,5872861
65.15824545454545,1139227
65.15824545454545,1082942
65.15824545454545,207263
65.15824545454545,1650772
65.15824545454545,2491964
38.04126363636364,216540
38.04126363636364,159414
38.04126363636364,3880923
38.04126363636364,497906
38.04126363636364,5872861
38.04126363636364,1139227
38.04126363636364,1082942
38.04126363636364,207263
38.04126363636364,1650772
38.04126363636364,2491964
50.04855454545454,216540
50.04855454545454,159414
50.04855454545454,3880923
50.04855454545454,497906
50.04855454545454,5872861
50.04855454545454,1139227
50.04855454545454,1082942
50.04855454545454,207263
50.04855454545454,1650772
50.04855454545454,2491964
34.70463636363637,216540
34.70463636363637,159414
34.70463636363637,3880923
34.70463636363637,497906
34.70463636363637,5872861
34.70463636363637,1139227
34.70463636363637,1082942
34.70463636363637,207263
34.70463636363637,1650772
34.70463636363637,2491964
39.47303636363636,216540
39.47303636363636,159414
39.47303636363636,3880923
39.47303636363636,497906
39.47303636363636,5872861
39.47303636363636,1139227
39.47303636363636,1082942
39.47303636363636,207263
39.47303636363636,1650772
39.47303636363636,2491964
36.21966363636364,216540
36.21966363636364,159414
36.21966363636364,3880923
36.21966363636364,497906
36.21966363636364,5872861
36.21966363636364,1139227
36.21966363636364,1082942
36.21966363636364,207263
36.21966363636364,1650772
36.21966363636364,2491964
42.63289090909092,216540
42.63289090909092,159414
42.63289090909092,3880923
42.63289090909092,497906
42.63289090909092,5872861
42.63289090909092,1139227
42.63289090909092,1082942
42.63289090909092,207263
42.63289090909092,1650772
42.63289090909092,2491964
53.476418181818175,216540
53.476418181818175,159414
53.476418181818175,3880923
53.476418181818175,497906
53.476418181818175,5872861
53.476418181818175,1139227
53.476418181818175,1082942
53.476418181818175,207263
53.476418181818175,1650772
53.476418181818175,2491964
45.566700000000004,654886
45.566700000000004,313459
45.566700000000004,4334325
45.566700000000004,507509
45.566700000000004,7759115
45.566700000000004,1521053
45.566700000000004,1066915
45.566700000000004,359538
45.566700000000004,2570985
45.566700000000004,3549783
44.698,654886
44.698,313459
44.698,4334325
44.698,507509
44.698,7759115
44.698,1521053
44.698,1066915
44.698,359538
44.698,2570985
44.698,3549783
69.5378,654886
69.5378,313459
69.5378,4334325
69.5378,507509
69.5378,7759115
69.5378,1521053
69.5378,1066915
69.5378,359538
69.5378,2570985
69.5378,3549783
44.843599999999995,654886
44.843599999999995,313459
44.843599999999995,4334325
44.843599999999995,507509
44.843599999999995,7759115
44.843599999999995,1521053
44.843599999999995,1066915
44.843599999999995,359538
44.843599999999995,2570985
44.843599999999995,3549783
60.5514,654886
60.5514,313459
60.5514,4334325
60.5514,507509
60.5514,7759115
60.5514,1521053
60.5514,1066915
60.5514,359538
60.5514,2570985
60.5514,3549783
39.2718,654886
39.2718,313459
39.2718,4334325
39.2718,507509
39.2718,7759115
39.2718,1521053
39.2718,1066915
39.2718,359538
39.2718,2570985
39.2718,3549783
42.5224,654886
42.5224,313459
42.5224,4334325
42.5224,507509
42.5224,7759115
42.5224,1521053
42.5224,1066915
42.5224,359538
42.5224,2570985
42.5224,3549783
41.9319,654886
41.9319,313459
41.9319,4334325
41.9319,507509
41.9319,7759115
41.9319,1521053
41.9319,1066915
41.9319,359538
41.9319,2570985
41.9319,3549783
47.8904,654886
47.8904,313459
47.8904,4334325
47.8904,507509
47.8904,7759115
