Visits,Temp
2227698,46.62669696969698
2504208,49.6635984848485
2374645,48.132320707070704
2431052,50.002492424242426
2254922,48.69326936026935
2563129,47.87287121212122
2811184,47.754047979797974
3303393,49.78121632996633
3509271,49.033211279461284
3537575,50.31841666666667
2031348,45.51516414141414
2200048,46.13886363636363
1853564,45.22794781144781
2162035,47.55633333333333
2190374,46.91993181818182
2338528,45.85437121212121
2366056,49.277553872053865
2946681,47.02884511784512
3305512,46.48816245791246
2965309,46.08106397306397
4348068,72.72609175084175
4388386,71.48384090909092
4298178,70.85245538720538
4421352,74.02831818181816
4564840,71.77203787878788
4756771,73.59534848484849
5520736,72.11707575757575
5969811,73.99940824915825
6254238,74.2588106060606
6380495,73.24630218855218
2580081,47.82486868686868
2669374,48.45818181818182
2587437,46.53098063973064
2705256,50.72720875420875
2688794,48.45644612794613
2791392,49.14688636363636
3149921,50.614730639730645
3270076,49.59855892255893
3317000,49.248061447811445
3491151,48.100147306397304
9491437,57.7730101010101
9463538,56.9860606060606
9008830,58.88920117845118
9685829,59.47240404040405
9354695,56.00279377104377
10099276,57.79997727272726
10712674,58.97863299663299
11312786,60.360892255892246
11338893,58.77904629629629
11421200,57.858780303030294
3276459,42.848971380471376
2844563,41.996272727272725
2966502,40.24816835016835
2824908,41.78968097643098
3085340,42.71476767676768
3243872,44.36343181818182
3263761,45.73153535353536
3390221,43.23842845117844
3401996,42.65225
3104455,43.55314562289562
2822325,44.82571212121212
2955821,46.454295454545445
3176941,45.28863973063974
3229617,49.41436279461279
2991141,46.43046296296296
3434751,47.19422727272727
4155916,47.58348569023568
4517585,48.04989393939394
4437215,49.059617003367
4590493,48.12521885521884
3295187,44.62658922558922
3640185,45.23381818181817
3394326,43.41051851851852
3447729,46.58651767676768
3188030,44.71369191919192
3513484,44.81062121212122
4097710,47.07110942760943
4257177,46.20297895622897
4116524,45.35111531986531
4115000,44.711090909090906
3737472,51.1609494949495
3901408,49.64407575757576
3951393,50.28477693602694
3853404,53.01041161616161
3691191,53.53903787878789
3882642,54.25073484848485
4150217,53.86391750841752
5028868,52.835499999999996
4336890,53.09770454545455
4009436,54.35370791245791
2735402,60.42694107744108
2665972,60.346348484848484
2825505,59.484477272727275
2973607,63.23911363636364
2807387,60.898648989898994
3189696,62.699575757575765
3648846,62.15422727272727
4295127,62.287265993266
4504812,63.512500841750835
4320033,62.39175925925927
